################################################################
# MalwareBazaar recent malware samples (CSV)                   #
# Last updated: 2025-08-27 14:58:26 UTC                        #
#                                                              #
# Terms Of Use: https://bazaar.abuse.ch/faq/#tos               #
# For questions please contact bazaar [at] abuse.ch            #
################################################################
#
# "first_seen_utc","sha256_hash","md5_hash","sha1_hash","reporter","file_name","file_type_guess","mime_type","signature","clamav","vtpercent","imphash","ssdeep","tlsh"
"2025-08-27 09:47:04", "5734f7b8e2819b80a35a284ea4fd6a165c1f2450cc1d97c3c5298ce1352289a9", "e24d9dc4fd898b1dd0f5501d123a7ef6", "983490063ddf9bcaae6544b61d90459efde2e815", "abuse_ch", "boatnet.mpsl", "elf", "application/x-executable", "Mirai", "n/a", "31.25", "n/a", "1536:8UfM6FF41+l/tOcG54hI9CeaFuGWldrS6bzoP:8wM6sk1tTh/4Gc+6noP", "T1327301BB13145A65CFC948B7D15A2BCC45273488B25D0BCEFB5028C99BA748FB0CF9A5"
"2025-08-27 09:47:03", "285bd7cba3e26f5e81b912f47b19142b5de4874e7b2ebc1758958a93390e7ca6", "eef0b5b7fc2e0b2677989376785b9606", "235492c0c2c8d84d4f503be3197c3d78a0950df5", "abuse_ch", "boatnet.arm6", "elf", "application/x-executable", "Mirai", "n/a", "27.87", "n/a", "1536:bCISbq4sj/Vl+xs+7d3w4AiRt/N0XCmRLw:lLjdgxs+x3Tt/2SSLw", "T196630246960FD01687781C3DFDF48E98B4095F2CD5F873BD94280B1D9DF328E0AAA0A2"
"2025-08-27 09:47:02", "d5716853b930f54d9956ccb4d846921121e5ce1aa1cf9616ba74eb908f87c3d6", "a6876a4999d771e6534b8bc3141d429d", "ac853d3c9f73a79a1ce32b8bf848e89bbfcebe20", "abuse_ch", "boatnet.arm7", "elf", "application/x-executable", "Mirai", "n/a", "25.00", "n/a", "1536:WMrsrhniMJaNlvxE4rz7gmzYZELCDb1o3nLwkUk3SnbuI02m:WawhiM8Nl3ImaXK3nLJSnhu", "T1DD8312A3F02FACA5751705046E7E07C83F995B3493CFBA263B1D816572915CF892888B"
"2025-08-27 09:47:01", "6a58e2781429e6e72e06948de324229802699b821be1a029b75a8acf01420c9e", "2f8d49657626a184824128549dc07520", "f0fa875e562254267754eb1441c6ad495664e07a", "abuse_ch", "boatnet.sh4", "elf", "application/x-executable", "Mirai", "n/a", "42.19", "n/a", "3072:Us3ObWjV/+B4P8pg5lUnDqzwPN4N4YGam4mWH9ZS+6hh1z5Zyep:Us3Oyg4PQgon9PN4N5dzHnSTZyep", "T115F38C72D8265E98C6118474B0A5FF742F5292E182436FBB25BAC2B14487DCDF609FF8"
"2025-08-27 09:47:00", "93d6d73d79eccf0da522ef2d067aa26fb5d19ec4561108cc6f95e83b8edd60e1", "5606737c11e29e18ddbc125d70ed42b0", "4090ee4a984d2b9d8291cd5783a124c1aeedab23", "abuse_ch", "boatnet.ppc", "elf", "application/x-executable", "Mirai", "n/a", "26.56", "n/a", "1536:taUdT5bHQEn4kfb8hly2hLyUP+1Ri8xfF4u+qgw09/:thd9bHi/y2hLyUP+Vd4u+qgwe", "T1446302B5D8424DD1FC3F32AE5FA3E7E8378A1F4623DF098D19D86607A182345A2C5C59"
"2025-08-27 09:46:58", "cca8e106ef9f3757b0bd389b46e567e704f860197422802a7b13c92dbacab9d9", "da45332fb80653123bba6dbed8ddd1be", "63d334043fc575fe9466e06f7c9671cbca83c713", "abuse_ch", "boatnet.mips", "elf", "application/x-executable", "Mirai", "n/a", "27.69", "n/a", "1536:RCPdwXOjTi4KG5yuxJPLq/4WvXjNrmrkqgN1XPsitnkquVJu/:RCPdwXOoG31qvvzNrhN9PsPZVQ/", "T1CA7302AF25011DA7F98621765AF712208BBA8FC75C46ED578B43E1C2490B1BB3C92DC9"
"2025-08-27 09:46:57", "04bda43ec81e340b3a267ffd9b925743f59933f80b32f485306057e185e34703", "5e2e28da44a2a41946ba17e8e7308274", "9f082b963ef6c86469f8d6a5ad480fefb7f35895", "abuse_ch", "boatnet.x86", "elf", "application/x-executable", "Mirai", "n/a", "27.69", "n/a", "1536:PzT44mjEDkj+3A1cC69CCqPifLHugrmF4UWhJJuV/aanouy8GyX:Lc4qpR1Z6YCqPijHzrmFoe/Voutr", "T14C43F166E4EACF0DDCDD4337548BAA5F49949165018210A7ABC63CA01059B3DFA4CFEF"
"2025-08-27 09:46:56", "6a11dc8b93f86f7dca2456afbd6aa55bf57bdf3ebc9151988099ff67767a0f83", "427f883ea69f5172664ee298d71eaf1d", "63b3c2928df9dfe5a35a9cef6437c428c5b90575", "abuse_ch", "boatnet.arm5", "elf", "application/x-executable", "Mirai", "n/a", "24.59", "n/a", "768:UvsxZxRC5pX2yusKx1RgBGyz0qGHrmayKiq0NHoy5tu+4As3Uoz90S:UvsxZxM5oyusKx1Zyz0qKrJy1S/+2z2S", "T1DEF2E054B49398D4C6714C3AAD6889D431800B6CB1FF31A6354C6EB8F9EE6829EFD1DC"
"2025-08-27 09:34:31", "3a7c54c18e2d346334d6fdd81596005b7cc8ea7307d5ba42d6bb4bacf0ca1970", "04c4f0289ca6f2242cc08822eb0470c9", "3d4570994cb00f7cdb76ead23e5876176dcd565e", "burger", "Setup.exe", "exe", "application/x-dosexec", "UmbralStealer", "n/a", "72.55", "f34d5f2d4577ed6d9ceec516c1f5a744", "6144:FloZM+rIkd8g+EtXHkv/iD4WWp0p3cw/7eHp0AV9hb8e1mpWi:HoZtL+EP8WWp0p3cw/7eHp0AV3m", "T18A346C5533B88B17E25F8BBED5B1148F87B1F143E90AF78E0C8899F82411B42E949E57"
"2025-08-27 09:30:16", "9abfeb5feb753b7095901c28ae2baa998f9c53203c273b318af2ad0c18a1eb59", "50c4b0e408ca6ab890f946dda083787c", "4da129b53ccdf2e86bd54106ba74f0a66c1749dc", "FXOLabs", "nQUO-LP-DG-PO-28647826758479382675892.xz", "zip", "application/zip", "n/a", "n/a", "15.87", "n/a", "12288:ZFxboSgx6D267btfrCigP7Re8gunQ8/kC6gL:zJu6DDhrC97Re8gk6e", "T150A433E458EEC904EC1D8EAD0D75361C3531DCBBD2412E2C653EA57B8867398752B8F8"
"2025-08-27 09:30:07", "867a5f03997a0ecba81d45ddfe97f4c05ccd9d5674186acac7202ad36b563002", "8fd1d93f7112f43c5be491541552194b", "4837dee04fd6d40162b13e375ea98bc6e2e2fb20", "FXOLabs", "z42QUO-LP-DG-PO-28647826758479382675892.vbs", "vbs", "text/plain", "n/a", "n/a", "14.52", "n/a", "12288:PqrDBwsDjRUS2twvLIwD75zYdumz+eekF262vhfETsIsTP2yApIcZzCvXnytVj57:PCwspUqEQJYImK3kRShfgsIsraIKCvX0", "T170F49C631E20DD88738879693EAC2090D3E4EE7B3D77D6205653EBEE277A9414720B71"
"2025-08-27 09:29:01", "26cdd0fdb3be75a7c06594a3065fc4b0891b28de0c2b50916137987ceee8ece0", "3f6b2b59ff2c594ec52bdcc66f2cdc29", "1ea4059a11fd102a39c98323842da9866619ed5e", "burger", "DAHOOD.exe", "exe", "application/x-dosexec", "RustyStealer", "n/a", "1.41", "650487bd44dd0e2de680a1640a1dea67", "196608:xDGet9DQyPjINP/cakicX2ttq4PpIevZX11Eix82vdeuFyR3RzWtuoGoLM:xDEyPjg/cazBFRJ1+yvPyLytLQ", "T1C6C79A02D63553AFA469C02F73531ED2E4E32C586224D6B24E4A4D57DE32EB6F939E30"
"2025-08-27 09:28:10", "1458b6dc98a878f237bfb3c3f354ea6e12d76e340cefe55d6a1c9c7eb64c9aee", "f7cf07f2bf07cfc054ac909d8ae6223d", "161cdcdb46fb8a348aec609a86ff5823752065d2", "JAMESWT_WT", "1458b6dc98a878f237bfb3c3f354ea6e12d76e340cefe55d6a1c9c7eb64c9aee", "exe", "application/x-dosexec", "n/a", "n/a", "26.39", "d42595b695fc008ef2c56aabd8efd68e", "49152:YVw4fcXQUJrL7t2a6modU1zASZBZsRkmWFpdZ8YqeQTBFsEhdzShHv3Q1VQkiCvk:YuqGx7wkfFHZeBaD9+ORQNE", "T112665A03E89255E9C1EAE6358A369153BB717C495B3123DB3B90F7382F76BD06A78700"
"2025-08-27 09:27:59", "2755e1ec1e4c3c0cd94ebe43bd66391f05282b6020b2177ee3b939fdd33216f6", "ac377e26c24f50b4d9aaa933d788c18c", "24bf7b72f54aa5b93c6681b4f69e579a47d7c102", "JAMESWT_WT", "2755e1ec1e4c3c0cd94ebe43bd66391f05282b6020b2177ee3b939fdd33216f6", "elf", "application/x-executable", "n/a", "n/a", "13.85", "n/a", "196608:2Wv51asewkNgmd9yS1OQU2X0SLcqs0QnX:2YMw+vROQ8GcuQnX", "T13DA69D43EC9255E9C1DAE2318A729252BB717C455B3123D32F60F3382F72BD4AA79364"
"2025-08-27 09:27:32", "14fd8af3c72b721fb1ee7949371a634d6c0baecfdb1d29b7e85832f097f2ed51", "723169bfa96cd09783d270a4abb5555d", "8666fc4ab6dd6ff2bade6afca3e08a36eb2f375a", "smica83", "Update_07.msi", "msi", "application/x-msi", "n/a", "n/a", "3.28", "n/a", "24576:+t9cpVDh16XyyYd8tn+wfqcbiJ2XJEPC1es4Tg6/jDaaCk+:BpRh1uG2+wjb/5B1eBE0+aC", "T19C55AD023391C032FE9761334A6FE726567C7D2A0323A55F23983E79B9705A15A3E772"
"2025-08-27 09:25:30", "ca89f7f1cabaa5bfb9ba4ac371653350f270a895cb4296e5d4ab14e5fdc4c3b4", "071ee9bceb46aedf7f653f92fd18ed40", "20f627d94f7edfee97c4ff5ae5b933ee8e398d5d", "Joker", "havoc", "elf", "application/x-executable", "n/a", "n/a", "1.54", "n/a", "98304:de/AFRhGwakMLZf1yrci+A5BYLGNLh9f8y7oO1R8dCp/lFervwqncscYr4o/E:Mca/LZgrciV5BY89f5oOgdwswAv4oc", "T1F9075B43E8A545E8C0AEC534C6669263BB717C495B3023DB2F90F7742F76BD0AAB9710"
"2025-08-27 09:19:36", "aa61f4057d24bd59608a4b05c9d185123a8d13a3679a4312b94fcd7655ac59e4", "986c8ad443dadf344fdea32de3ca3516", "969eb69f1ff1a6342d2581c19ea7ea76068fa4e3", "SecuriteInfoCom", "SecuriteInfo.com.Win64.MalwareX-gen.12599624", "exe", "application/x-dosexec", "LummaStealer", "n/a", "47.22", "c4b185fc6a9ca983e00f1684a13ef4e1", "24576:pLqBmHxnHVQIRkLKRqUfZvkqr5UmR+HxtNVKCW5HEd5nCCzMkm6V656M2G4tjSD1:puq6k6MIsD2HwtoH/6CEk9vs", "T11165D019A83991D7FCD700B0AB159151A423BD778F382AFB41D4DBA0161AEED1A3B337"
"2025-08-27 09:15:08", "3276db816ba3eecb3cc996d09f2333f10c93b1e895276f4953664e7a3dbc4b47", "61124ec832fd7814787b69671df7073f", "2c12f1d54b5de1489f1ceb19effe345497704631", "cocaman", "msedge_elf.dll", "exe", "application/x-dosexec", "AgentTesla", "n/a", "31.94", "1e90a0e0769973c9f8edd53d008ca694", "24576:02xl60BOeqKhxmWe7insIbO1UTdLpnsqbHf1H2P5shb9h11YglOJH1dkxz5SUnce:PlzqwxC7IV85pcDC1q4tq", "T18DB5BF15E3A801B9D877D734CA569332D6B079820730E58F0699DA562F73EE29B3F312"
"2025-08-27 09:15:01", "5318a20b4246511fa56c36708577757a33880a2bf5da0e7f58a716a3a05c5b0b", "fdd14b61e50c9114e755c6b6292841e2", "c4fa21618a23fe1eb40c7460178c0e8c336d9e8f", "cocaman", "New order.7z", "7z", "application/x-7z-compressed", "AgentTesla", "n/a", "21.88", "n/a", "24576:k03i1bmxEtgwnMq2AQUyafkYdbOn61fnvw+FcYzmiU8hN5wnLPO8xiAm76w:/stgMMq2AhytYKanrdmZ8h2W81C", "T14D7533A9454EF53AC82D51A0AF27A91CA1573A6CF6224C1B3785877DB302307DC4BDAF"
"2025-08-27 09:13:42", "276bc7426bca45438797d0859c02f3314e2308e6161e03a8ebde1b54efca2b1a", "098fc519d052fb8b7448b3decd6f0458", "8ca3bd35503e229bc4ab3aafd5c276629ab3c684", "KSE", "wpconsole.php", "php", "text/x-php", "n/a", "n/a", "n/a", "n/a", "384:h9HJjzZfFTLhCWGX17tnFrTR9HJjzZdTLhCWGX17tnFrccbI2n0NxXX2b:hrHNNAtFrTRrzNNAtFrccb70Nd4", "T17CC2972538EB58575177B83BCB1EA109355A856F5344DB02BD7C12D82FC113CCAFABA8"
"2025-08-27 09:13:37", "eed1ba4cf375ff8f2cdc777d4690ad49f364e897e9787d2c55d885d9c4eec553", "89ad77789d6687f73c37e187ef9de6ff", "e2b4ce9b8d88d953181c90fe6624c6b2da70969e", "cocaman", "Payment-086767.Pdf.z", "z", "application/x-rar", "ISRStealer", "n/a", "32.31", "n/a", "12288:EGnVYqsPMw1tvckO3DBx0pOztvtDRY5tPK9Ya7mf3gWENIzCIDcd+TJyv:EGnVYd5vcpBxGO/DRY5xKFCP8NANY", "T150E4239F401D18A49EEC0FAD84B41271B76902E49E40E353B95BE2C794DC8FEDE1AB34"
"2025-08-27 09:09:46", "38019ee88bba4b4ceb159643c5a2a2608b628ef673e7ab7516ef47f6f6230618", "267f797627080a45d148bd6f5821ea47", "6b4e79b63202fafd29f7040696eeb865a477dcd0", "smica83", "VER FACTURA EQUIVALENTE A DOCUMENTO ELECTRNIC0 EMITIDA ANTE LA DIAN FE1540236 AB00 900085397 OMNI TOURS COLOMBIA SAS.js", "js", "text/plain", "n/a", "n/a", "37.10", "n/a", "768:CLPTgoBxD/kNY7Ejl42lppLPTgoBxD/kNY7Ejl42lpb:m7zyTjn/7zyTjnb", "T11D84700A6F1160B158F7A35ABE2A4204E5313317945286373AFED6446F72CC4D7BAFE8"
"2025-08-27 09:09:01", "8c08b0259eb8101f49c2a307eea7f6ca2776f74aa04a2567ab54430c6cf7d699", "a3137ea629557a2c61312c3ad05225f9", "f028faf276b7022ab14118338fbec1ffbdcbf13a", "cocaman", "Transfer confirmation.gz", "gz", "application/x-rar", "Formbook", "n/a", "29.69", "n/a", "12288:b3Pr/cKYw/haahBR3zlkt1UrjXMx6deGdwOiLbe2l0FKzdT7jejupzpruFy:zPDnEapzlzmrGwPv7zR/yuFcFy", "T1C2E4236A53373E2250FA5B9C5DA7A4F7540F47A8F3E13142A3633D9B0207D46D82EBA1"
"2025-08-27 09:07:24", "fbc42240f07235d3a0290f3e82a06ef4376e845973c146e423f8de4913a1cce4", "3246002d1f2e0506af4d13e6847d3a60", "bb34eb2143ed3b67d6c6948673482d8213d39498", "AntiSkidding", "fbc42240f07235d3a0290f3e82a06ef4376e845973c146e423f8de4913a1cce4", "elf", "application/x-executable", "Mirai", "n/a", "50.77", "n/a", "1536:EP+ic44DxLQjf+Pn+MXVRcXfcqs9g4VERTRmBAOEK5s7p4MbGIhZhnouy8N:NDhJP+IVRAzIpVERVh9zoutN", "T1376302EC9331835EC099A3323972398F41A69F6C32F703C96EEC694F90A1A056C103E9"
"2025-08-27 09:04:12", "1e30973571917de125f34c2addde00499a9959c9661028ae24ceb769419681f9", "e8b53c08ca34bce759631387df64720f", "13adfc90b83a68c349d24ca987e2b2132bf13524", "smica83", "2.bat", "bat", "text/x-msdos-batch", "XWorm", "n/a", "1.61", "n/a", "48:0G2i3iWpUOvbi9MichS10j8Zj8zohvjry01spChMt6Kuw1P3S6qQ1:2oi4UOvbi9pEHdpChMt6L2PC6p1", "T12251099EC6820859EFB7EA83E477B2E0465247023772263AF8141C53ACC7B89C213228"
"2025-08-27 09:03:28", "1b6deb5f47ebfe3a0cbb35751f3df6a893c6570cb7863c74e4262397edd6552e", "07025e9990963038249ff2b771ee5d5c", "1a3ce192dfa3baf2190a2624faf71f6cc1c70959", "AntiSkidding", "1b6deb5f47ebfe3a0cbb35751f3df6a893c6570cb7863c74e4262397edd6552e", "elf", "application/x-executable", "Mirai", "n/a", "54.69", "n/a", "1536:j7MiOqFWCkz21xwP7S/W1kvmyslysuWQK1e5VBe0Y6djUnouy8x:+z2m7yW1Sz1Kdygoutx", "T14D630136986A7592C2E640721C0FC916188B3B5DF7389675B7108C7EE2B93214E716BE"
"2025-08-27 08:59:55", "3e71057881c5dd0a97034bf0f018cc8b2e7daab4a45c7452d309359f6ac0d5b8", "8f4c7bc0b36e8f166a23a1696d893f6d", "938950ccacb6c3aa7fa42302f0158166b1a48154", "cocaman", "Purchase Order PROWORKS=2025-824.pdf.exe", "exe", "application/x-dosexec", "AgentTesla", "n/a", "75.00", "f34d5f2d4577ed6d9ceec516c1f5a744", "12288:SOCJ19Hd+lYush5PW/MhlxtVgenaqUO4aZEAmD:Sz1YlfshRW/MhlVvnanl8", "T14D84F1E2F54BDCD4D81E4BF10876866000665F8D9899A90E30ED3F3FBA733536462E5A"
"2025-08-27 08:59:51", "9b45c4badfc9d041abcc6d169b88da4bb648a608e404f9d0329dbe8b1083b17b", "cccb9092c8c03c199b4fd93cc0aa4486", "fb112173cd410c6c0b3b4ae08ca94e9c07787969", "cocaman", "Purchase Order PROWORKS=2025-824.pdf.001", "rar", "application/x-rar", "AgentTesla", "n/a", "67.19", "n/a", "6144:XIloEes04aPS9xlyv1LtDqOR53fcbypGu7cy2gVajPmjE/q/U7wFTSKwv1HVGUnw:X4esvaqbajR5k6Gu7cIV2OjEi/xTEVGx", "T15564235BA7892D8CB24B4B8D487870A165C27FD1DF33F83B2E57E00D44628546B65BCB"
"2025-08-27 08:59:13", "046187e6f25a67b41391cde14eaa43f3d131f55f073be5e7f89a0e675c4b0403", "e79cc98edb8f6824c3b794405062bc96", "0b504337b0314ce926f613cd09d990a4f2b3efe5", "jitesh", "Whatsapp_Plus_Updated.apk", "apk", "application/zip", "n/a", "n/a", "4.62", "n/a", "1572864:7uKeqFkm84hvMFuQ69aFnSQ+eVycRHxPsMnaq0aqqFd1BCCiLZom:7uKeq/86MAZ90SOVycRHtsMaq08zBCCU", "T12418238BF789991AC4F322315D5A163362494D174A4EA75B3903330D28B3AD9BF7E7C8"
"2025-08-27 08:56:51", "3656456d41f2f3cf50ddd17d033205194e74cc885526f183d26d52454d26348d", "feecdf0dad3f071f4a5b34f383bb7ac4", "60e4252b6d11cc0661a2cf5500132e1d300013f0", "cocaman", "Elite Towers - Tower Info - 2025.xlsx", "xlsx", "application/vnd.openxmlformats-officedocument.spreadsheetml.sheet", "n/a", "n/a", "n/a", "n/a", "24576:Fj0idKOkrI9l9l9l9l9l9l93QVjFSj3wqiiJFJW342lpuZ9ObMNtqH8UWXpJ0Xfg:Fj0gaEZiiN2uZ1YMSi27e", "T1C295CB079C448B93A51D83F8BE570EAC1F4A1B5CE4967AFF00661ECF7E612265C9E02D"
"2025-08-27 08:55:33", "7fba5300ab5965259972c6cd23ca7e05904715bb2d908523ef5b1829cd28daed", "e724575eb2bdadd8a5be668105725c1f", "22b39d47e72943a179f2c25cf3f556bfbae9663d", "jitesh", "Whats_Plus.apk", "apk", "application/zip", "n/a", "n/a", "6.15", "n/a", "1572864:+5rquKZ81bSDV+Ke8pBZAXkj4ras+VlT6n8nauKwZztY2v6u:9uKZ8Y1xAUj4ayn8nJdtY2vD", "T10B18238BB7489819C4F322315E56266362058D174B4DEB5B380B334D687BAD97F3EEC8"
"2025-08-27 08:54:15", "9edf51f4f1bbf78ec104ef562518a6d41330910853c04061ba79bee4f48cdb0f", "f4daac0a7585b67265c7af547e681e5d", "606dee08c8cc23eb7c764a6e0f025ad71f8baf80", "cocaman", "BANK PAPER PAYMENT OF USD 886706.7z", "7z", "application/x-rar", "Formbook", "n/a", "36.51", "n/a", "12288:ZWfJwBheajsMiFWX9rp3OK0KB4FqZRPSm6ahYXIFi341YiFGcsx0U2s60CcXPnEJ:8aQaAMim9rpB0KZFFidQh5U80COnfg", "T1E3E4232E09C1737A01F48A50AFCACA6D969CC55DBAC07CA173371BFB4A7646AC08D1DD"
"2025-08-27 08:52:43", "e1c86a189cf8d89b0d096ac46899e691b68bc65942ff44ac14e9d75e1fbca802", "567b2fc997c433e48b423b5db61ca56e", "b0b2a39015be0d795b0f9d84f84d2c9eef5afcad", "abuse_ch", "boatnet.arm5", "elf", "application/x-executable", "Mirai", "n/a", "40.62", "n/a", "1536:PESDqgB9yVs4NHGcwQ0DDkCyv8tVeba3x3HVE02IymQY2AUm6hh152g:PESDqU9iBH7apVEq6hh152g", "T1EE630892FC424A2BC1D51275B6AE7ACD3B3223F9D2CB7223DD204B507AC559F1866F90"
"2025-08-27 08:51:36", "6ba5d96e52734cbb9246bcc3decf127f780d48fa11587a1a44880c1f04404d23", "bcee0ab10b23f5999bcdb56c0b4a631a", "f352cec89a56e23dae20cdd62df4d40bc7f22b5e", "JAMESWT_WT", "_6ba5d96e52734cbb9246bcc3decf127f780d48fa11587a1a44880c1f04404d23.dll", "exe", "application/x-dosexec", "BumbleBee", "n/a", "71.43", "9111c5749cbacb2cb6ac54b1c6d61341", "49152:g7Kvt428oBpDMOLZ3o3ZLZn2SFvtnd0X70GxDCgd/l:FpDzZAznjtnd0X7NxDCU/l", "T126D58D0A6B3B0B6AD614C4FE967B1263C9997D0CD028B5B48DC04B457F96F60927E3EC"
"2025-08-27 08:51:05", "71627bca6e730a0819b3972f8ca6cc4ce4c2f718c86bda01d9d7f74c8311fb48", "634b66e4bb2e893beddf983fa9d1e3d7", "7e7841ce370fa6f492c386db9480a7bab76d9589", "abuse_ch", "boatnet.arm5", "elf", "application/x-executable", "Mirai", "n/a", "25.00", "n/a", "384:qccbFtc+NEXoywF9lE9VeVRN3mxEqcwaC7HrKEg8hymdGUop5hZg6:bcfFudgAqVRN3mG1/IrKE3s3Uozrg6", "T1BEA2E175D4CEDCB194B048367AD54386A25B0FB0A2E632A234B552759F0720B2C7AFCF"
"2025-08-27 08:50:06", "a6df0b49a5ef9ffd6513bfe061fb60f6d2941a440038e2de8a7aeb1914945331", "ca8646dfc88423bb9fffda811160cebe", "febbaf5f08a8e0782ffcce8beef1f2b4e249a52b", "JAMESWT_WT", "_a6df0b49a5ef9ffd6513bfe061fb60f6d2941a440038e2de8a7aeb1914945331.dll", "exe", "application/x-dosexec", "BumbleBee", "n/a", "66.67", "b7bcf3669526d9f7c267cb4aba912a86", "49152:wcfj6YZaKeLYk4AN4Us0uvOjiuqyEdNIfjKKoivbkVXEFPvGt2nqYwpeue5s+I/F:LyYJ04Q1E", "T15AD59E0A6B7B0A9DD650C4BD96771263C869BD0CD028B97D8DC04B417F96F60A27E3EC"
"2025-08-27 08:46:35", "3617454dee046785469a6fba4758a82af6ba651e7bd72a734708213c0527279b", "4d83de829e9cd26b148f3fd96aabe9c5", "a39c77b80a8b78fe66357b61ffc55125672d2b23", "cocaman", "Updated_Purchase_Order_ (#PO1283).zip", "zip", "application/zip", "AgentTesla", "n/a", "45.45", "n/a", "48:9IbTYr+pqTv6BRpvcE7DQg5qJ6rWTJdVYFHemvIiFmWmg6qbTUQX:mT45C9ky1zYnVCeXiUjg6CTUQX", "T12B31F97C1245E0D0E18861F83497428972A6877D5833B9667CC337D0250DB7F376F245"
"2025-08-27 08:43:41", "c6b878876d6546ec516cc270b621c3be6a34472d504389a5ae1d56fa1fc1dfbd", "150f7a1219f0f723625102ba91ff12e5", "cbcb20d73ffce2a27773e3c9938081893169c320", "abuse_ch", "boatnet.mips", "elf", "application/x-executable", "Mirai", "n/a", "42.19", "n/a", "3072:HQ0YM/jOjuXRsbRlJNAdXQnQZ43zQUw6hh1lRcDDv:HQ0YM/jOjWivjO6Qezt9R+", "T11924B80E7E228F7EF6A9C73547B75E249B5823D613E1D641E1ACD2111E2038E641FFA8"
"2025-08-27 08:42:56", "225dfb813d267873bd281064e9c66e86b1182483d14478a709b16ab77a91efad", "aca84f6d1955888d460d3d1ac95bfca3", "ba7db692742805086cda527576bfbd230098d5d2", "abuse_ch", "boatnet.mips", "elf", "application/x-executable", "Mirai", "n/a", "26.56", "n/a", "1536:m6Hyt0B1W/3KnNhpCeEgbNychEYlX0GrVJu/:m2zB1sKNhrEg/hLlX/rVQ/", "T19B43F13656528EA3C1EB53BBA6F00356AC340D827913CD9C17CAF6A67D823E47CC2E50"
"2025-08-27 08:40:58", "7a44c69f545a4f3f4923a4ffbb353312033a7f84255d0d137cd53fdc6becf28b", "95a8d5c2777dab8df57e865198ed94ab", "27ffbbcc29335895d1909a2b6787a257ee78174a", "abuse_ch", "boatnet.ppc", "elf", "application/x-executable", "Mirai", "n/a", "n/a", "n/a", "1536:grZshXyS80WQ+ENZEQdRA1PJu2cO1ypGvf4u+qgw09q:g1sVyS80WQtPrdRYJu2cQypY4u+qgw3", "T17133F217E59517DEEBC169B6FECCE5C0909D0A6F93728EF0A05A7A81D0B9EB131054CC"
"2025-08-27 08:36:00", "12f0a740aa5d84c0dc84067d9168e8d7170dc923094aebfe705763ebcbc9f87e", "86c8a076efc8e54f237af3ae501846a0", "874047746a7f54c8365246c6ce6427e8c9680fbe", "Joker", "zombie", "elf", "application/x-executable", "n/a", "n/a", "4.62", "n/a", "196608:g0KX1hfLfbWlC1iaZCZzZuQCuUuP80aI1FAC7:s1ZLjF1RZCKQCDuU41Fx", "T1E59633F9DA2707B36422E7BEF5579C2C51CAAF4590AD9016CBB847E34A3D3F00C4196A"
"2025-08-27 08:34:08", "67d24e56af1b402aa931358b4f01e0928ea62724be5f095438c9c3cce8bbf5b9", "7d03e151d6ec73ff77f547e3c6786f45", "33cf99684c24233d1a040a2a3f2502b220836240", "cocaman", "Payslip for August 2025.zip", "zip", "application/zip", "AgentTesla", "n/a", "37.88", "n/a", "48:9+wJxGCKUMu8KnjUiIoDBrDN3xbpB5KkG:kwJxGCKO/j1ZBrp3f6kG", "T12731D508057118A5E4BC61F12432AB50D3095401C612C93F2AEE92864ECE6D28B8E32E"
"2025-08-27 08:32:51", "b6eba472d354a2d86f28fe6f0380d2f8b63cfa3600389351fb2607c4de56f426", "ba0aac63f69e994308d494da355551e9", "a823045613eb109ebda29a6efc45bbeb2e5113e7", "abuse_ch", "boatnet.arm", "elf", "application/x-executable", "Mirai", "n/a", "35.94", "n/a", "3072:lg2LoDq5p2JajxWN4fzCXr+x9J3eY6hh1Fe:lgAH8uQN4LC7E9FeVe", "T1C3F32941F8414A27C6C712B7FB9E528D3B2613E8D3DA7203DD215F60378A99F0D7AA91"
"2025-08-27 08:32:13", "2047f2ac8ea746c12b7cda5259be5b0ff3dc9d9ee0c047a7048a6f5e17f677c5", "d2db6dea615e2af11208a86e837d4294", "a2b3b4be51b8f2262c3da3ea631f15ae3a0235f7", "smica83", "payload_1.ps1", "ps1", "text/plain", "AsyncRAT", "n/a", "9.68", "n/a", "6144:gyd6DVD6u3/PD6oWIALV3dwNW5rKdNXEqE:gyd6DVl/PDTWIALV3dwNW5rKdNXEqE", "T10064CC482CFAE7E327D55F2A1F6AF9F1C22089947D0D660632BC9FE18716ECC24546D2"
"2025-08-27 08:30:51", "60fa43a08c9d40e7a6d05338a53d04f5c7b4393982c2836f5af9b13d6de386f6", "c7da490f79429843d997bb07c3783e6a", "7e533cbd2678b3f1e55419de7b8f686038c0552f", "abuse_ch", "boatnet.arm", "elf", "application/x-executable", "Mirai", "n/a", "26.98", "n/a", "768:J3aAs+LXzexDNswUz/Yv07t04H2THlY4CfDcjdvSdrPB7PRmTbF5EDD++4s3Uozh:t7sjwWgUFxCbcjd6jHubF5IDptzh", "T1B3330174A52F6432D8B14572A6FCDBC3A2914FF1C6DF109A14908A2C7BEE2803D691F2"
